id,Oficio,Niveles,Recetas,Recursos,Cantidad
1166,Herrero,33,Los Cuchillos Jinsu x1,Guante de sherpóguiz ,5
1167,Herrero,34,Dagas ancestrales x1,Lana de jalatín negro ,5
1168,Herrero,34,Dagas ancestrales x1,Sangre de jalató ,2
1169,Herrero,34,Dagas ancestrales x1,Piedra de granito ,2
1170,Herrero,35,La Garra x3,Colmillo de jabalí ,15
1171,Herrero,35,La Garra x3,Casco de martóguiz ,15
1172,Herrero,35,La Garra x3,Pata de tofukaz ,3
1173,Herrero,38,Guadaña del director Grunob x2,Colmillo de goblin ,4
1174,Herrero,38,Guadaña del director Grunob x2,Manual del director Grunob ,8
1175,Herrero,38,Guadaña del director Grunob x2,Gorro de gobalista ,10
1176,Herrero,40,Rhizoma dorado x4,Pétalo de rosa oscura ,16
1177,Herrero,40,Rhizoma dorado x4,Colmillo de jabalí ,20
1178,Herrero,40,Rhizoma dorado x4,Pincho de prespic ,20
1179,Herrero,43,Maza Damelklavel x6,Gorro de gobalista ,30
1180,Herrero,43,Maza Damelklavel x6,Alas de escarahoja rojo ,30
1181,Herrero,43,Maza Damelklavel x6,Diente de kwoan ,6
1182,Herrero,43,Maza Damelklavel x6,Pelos de Bworka ,6
1183,Herrero,48,Martillo pacificador x4,Casco de chafer primitivo ,4
1184,Herrero,48,Martillo pacificador x4,Alas de escarahoja verde ,24
1185,Herrero,48,Martillo pacificador x4,Cuero de stropajo ,4
1186,Herrero,48,Martillo pacificador x4,Pluma de Batofu ,12
1187,Herrero,51,Mass Aj Taye x1,Diente de wabbit ,3
1188,Herrero,51,Mass Aj Taye x1,Coxis de coralador ,7
1189,Herrero,51,Mass Aj Taye x1,Lengua de estrella ,1
1190,Herrero,51,Mass Aj Taye x1,Coxis Magistral ,2
1191,Herrero,52,Pala Musical x12,Pico de kwak de tierra ,24
1192,Herrero,52,Pala Musical x12,Mechón de pelo canoso ,12
1193,Herrero,52,Pala Musical x12,Reliquia de familia ,84
1194,Herrero,52,Pala Musical x12,Hoja de pekekoko ,96
1195,Herrero,60,Cizalla para cortar setos de Wobot x16,Bigotes de pekewabbit ,112
1196,Herrero,60,Cizalla para cortar setos de Wobot x16,Rama de pekewabbit hambriento ,128
1197,Herrero,60,Cizalla para cortar setos de Wobot x16,Cola de black wabbit ,16
1198,Herrero,60,Cizalla para cortar setos de Wobot x16,Paño del Wey Wabbit ,16
1199,Herrero,70,Pala Minsterio x3,Ratón verde ,18
1200,Herrero,70,Pala Minsterio x3,Griffe de Riobionicle ,18
1201,Herrero,70,Pala Minsterio x3,Cráneo de wabbit esqueleto ,3
1202,Herrero,70,Pala Minsterio x3,Carniflor ,6
1203,Herrero,70,Pala Minsterio x3,Concentrado de fajina ,3
1204,Herrero,72,Ares x1,Uña de kanugro ,8
1205,Herrero,72,Ares x1,Escama de jefe cocodrail ,11
1206,Herrero,72,Ares x1,Pólvora ,1
1207,Herrero,72,Ares x1,Pelaje de Nelwynn ,4
1208,Herrero,72,Ares x1,Concentrado de fajina ,1
1209,Herrero,73,Espada protectora x4,Morros de mata ,12
1210,Herrero,73,Espada protectora x4,Camiseta de barbrusa ,36
1211,Herrero,73,Espada protectora x4,Ojo de kanugro ,4
1212,Herrero,73,Espada protectora x4,Tejido de Gurlo el Terrible ,4
1213,Herrero,73,Espada protectora x4,Bakelitita ,4
1214,Herrero,77,Kidortillo x4,Pico de kido ,12
1215,Herrero,77,Kidortillo x4,Pluma de trasero de kido ,40
1216,Herrero,77,Kidortillo x4,Corazón pulío ,12
1217,Herrero,77,Kidortillo x4,Pelaje de Nelwynn ,16
1218,Herrero,77,Kidortillo x4,Concentrado de fajina ,4
1219,Herrero,80,Hacha Charear x16,Bola pulida ,16
1220,Herrero,80,Hacha Charear x16,Tejido de Gurlo el Terrible ,16
1221,Herrero,80,Hacha Charear x16,Bastón de kilibris ,48
1222,Herrero,80,Hacha Charear x16,Concentrado de fajina ,32
1223,Herrero,80,Hacha Charear x16,Mechón pelirrojo del Flib ,32
1224,Herrero,90,Martillo de la Terps x2,Concentrado de bosquecillo ,2
1225,Herrero,90,Martillo de la Terps x2,Tornillo de wabbit ,4
1226,Herrero,90,Martillo de la Terps x2,Coraza de Mantícoro ,8
1227,Herrero,90,Martillo de la Terps x2,Escamas de uróbolo ,24
1228,Herrero,90,Martillo de la Terps x2,Pico de kido ,2
1229,Herrero,90,Martillo de la Terps x2,Tejido de Judini ,2
1230,Herrero,92,Sable yondanwa x2,Ron de Calidad ,6
1231,Herrero,92,Sable yondanwa x2,Piel de komanbwork ,24
1232,Herrero,92,Sable yondanwa x2,Cuero lila de megabwork ,4
1233,Herrero,92,Sable yondanwa x2,Raíz de Abráknido Ancestral ,8
1234,Herrero,92,Sable yondanwa x2,Concentrado de bosquecillo ,2
1235,Herrero,92,Sable yondanwa x2,Glóbulo de Lasoberaña ,2
1236,Herrero,94,Pala Hebuso x1,Cáscara de dragoss proteiforme ,4
1237,Herrero,94,Pala Hebuso x1,Concentrado de bosquecillo ,1
1238,Herrero,94,Pala Hebuso x1,Loncha mágica de komanbwork ,2
1239,Herrero,94,Pala Hebuso x1,Oreja de medibwork ,9
1240,Herrero,94,Pala Hebuso x1,Yema de Abráknido Ancestral ,1
1241,Herrero,94,Pala Hebuso x1,Glóbulo de Lasoberaña ,1
1242,Herrero,95,Falsa Garra de Ceangal x6,Corteza de Liroye Merlín ,24
1243,Herrero,95,Falsa Garra de Ceangal x6,Brote de piroliena ,48
1244,Herrero,95,Falsa Garra de Ceangal x6,Pelos de koalak índigo ,12
1245,Herrero,95,Falsa Garra de Ceangal x6,Raíz de Abráknido Ancestral ,24
1246,Herrero,95,Falsa Garra de Ceangal x6,Concentrado de bosquecillo ,6
1247,Herrero,95,Falsa Garra de Ceangal x6,Bwak esquelético ,6
1248,Herrero,100,Dagas Maydhyn China x4,Oreja de medibwork ,36
1249,Herrero,100,Dagas Maydhyn China x4,Pañuelo de notyebra ,36
1250,Herrero,100,Dagas Maydhyn China x4,Lana de arapúas ,8
1251,Herrero,100,Dagas Maydhyn China x4,Careta de Judini ,8
1252,Herrero,100,Dagas Maydhyn China x4,Turmalina ,4
1253,Herrero,100,Dagas Maydhyn China x4,Kuarzo ,4
1254,Herrero,103,Martillo de Moon x1,Piel de Moon ,4
1255,Herrero,103,Martillo de Moon x1,Kola ,6
1256,Herrero,103,Martillo de Moon x1,Flor de zampávoro ,21
1257,Herrero,103,Martillo de Moon x1,Calzón mono de pirata ,4
1258,Herrero,103,Martillo de Moon x1,Tejido de milubo ,1
1259,Herrero,103,Martillo de Moon x1,Kuarzo ,2
1260,Herrero,103,Martillo de Moon x1,Calcetín agujereado de Dramak ,3
1261,Herrero,104,Martillito Ronto x8,Kuarzo ,16
1262,Herrero,104,Martillito Ronto x8,Testículos mágicos de Maxilubo ,8
1263,Herrero,104,Martillito Ronto x8,Brote explosivo de Kodámade ,16
1264,Herrero,104,Martillito Ronto x8,Néctar del oriente ,48
1265,Herrero,104,Martillito Ronto x8,Pico de heladíkano ,48
1266,Herrero,104,Martillito Ronto x8,Escama de dragoss arcilloso ,128
1267,Herrero,104,Martillito Ronto x8,Tupé de koalak sanguíneo ,128
1268,Herrero,110,Hacha Kechilba x6,Rubí ,18
1269,Herrero,110,Hacha Kechilba x6,Kriptonita ,6
1270,Herrero,110,Hacha Kechilba x6,Brote explosivo de Kodámade ,6
1271,Herrero,110,Hacha Kechilba x6,Fémur de koalak salvaje ,18
1272,Herrero,110,Hacha Kechilba x6,Calcetín agujereado de Dramak ,12
1273,Herrero,110,Hacha Kechilba x6,Piedra de Trankitronko ,6
1274,Herrero,110,Hacha Kechilba x6,Plumaje de tofuzmo ,48
1275,Herrero,115,Pala Moh,Kriptonita ,1
1276,Herrero,115,Pala Moh,Cúbito de momia koalak ,16
1277,Herrero,115,Pala Moh,Turmalina ,3
1278,Herrero,115,Pala Moh,Tejido mágico de Moon ,1
1279,Herrero,115,Pala Moh,Diente de Karnozor ,4
1280,Herrero,115,Pala Moh,Cuerno de draguirritado ,16
1281,Herrero,115,Pala Moh,Néctar del oriente ,6
1282,Herrero,116,Hacha Pronto x3,Turmalina ,9
1283,Herrero,116,Hacha Pronto x3,Pelo de rata brakmariana ,18
1284,Herrero,116,Hacha Pronto x3,Kriptonita ,3
1285,Herrero,116,Hacha Pronto x3,Short de capoeirrata ,15
1286,Herrero,116,Hacha Pronto x3,Pústula de ratarmonía ,12
1287,Herrero,116,Hacha Pronto x3,Hocico de Dragocerdo ,3
1288,Herrero,116,Hacha Pronto x3,Pluma de Rasgabola Mayor ,6
1289,Herrero,119,Dagues Régah x3,Turmalina ,9
1290,Herrero,119,Dagues Régah x3,Kriptonita ,3
1291,Herrero,119,Dagues Régah x3,Piel de dragnarok ,57
1292,Herrero,119,Dagues Régah x3,Escama de dragoss carbonoso ,51
1293,Herrero,119,Dagues Régah x3,Ala de dragandrop ,12
1294,Herrero,119,Dagues Régah x3,Cuerno roto de Cocabulia ,3
1295,Herrero,119,Dagues Régah x3,Crines de Rata Negra ,6
1296,Herrero,121,Dagas R'Hoh x3,Guijarro lunar ,6
1297,Herrero,121,Dagas R'Hoh x3,Tupé de koalak sanguíneo ,72
1298,Herrero,121,Dagas R'Hoh x3,Concentrado de espesura ,6
1299,Herrero,121,Dagas R'Hoh x3,Fular de koalak salvaje ,75
1300,Herrero,121,Dagas R'Hoh x3,Pasador Zafira ,12
1301,Herrero,121,Dagas R'Hoh x3,Pelo de Skonk ,9
1302,Herrero,121,Dagas R'Hoh x3,Piel de Skonk ,3
1303,Herrero,121,Dagas R'Hoh x3,Crines de Rata Negra ,6
1304,Herrero,124,Martillito Holón x1,Pelos del Minotauroro ,3
1305,Herrero,124,Martillito Holón x1,Kesitufo ,1
1306,Herrero,124,Martillito Holón x1,Testículos mágicos de Maxilubo ,1
1307,Herrero,124,Martillito Holón x1,Trasero de tofuzmo ,2
1308,Herrero,124,Martillito Holón x1,Kriptonita ,2
1309,Herrero,124,Martillito Holón x1,Caparazón de escarato ,19
1310,Herrero,124,Martillito Holón x1,Turmalina ,3
1311,Herrero,124,Martillito Holón x1,Piel de maestro koalak ,19
1312,Herrero,125,Maza de Coralador Magistral x6,Coral magistral ,12
1313,Herrero,125,Maza de Coralador Magistral x6,Grano de abrajidor oscuro ,144
1314,Herrero,125,Maza de Coralador Magistral x6,Cola emplumada de Rasgabola Mayor ,6
1315,Herrero,125,Maza de Coralador Magistral x6,Concentrado de espesura ,12
1316,Herrero,125,Maza de Coralador Magistral x6,Turmalina ,18
1317,Herrero,125,Maza de Coralador Magistral x6,Carpelo de esquejika ,150
1318,Herrero,125,Maza de Coralador Magistral x6,Corteza de marguerrita ,18
1319,Herrero,125,Maza de Coralador Magistral x6,Pistilo de Tynril ,12
1320,Herrero,130,Dagas cacterras x1,Bigotes de cactoblongo ,29
1321,Herrero,130,Dagas cacterras x1,Tanga de pampactus ,26
1322,Herrero,130,Dagas cacterras x1,Huevo de Thor Pestruz ,1
1323,Herrero,130,Dagas cacterras x1,Concentrado de bosque ,1
1324,Herrero,130,Dagas cacterras x1,Zumo de cacterro ,7
1325,Herrero,130,Dagas cacterras x1,Étoile d' Oro d’El Piko ,1
1326,Herrero,130,Dagas cacterras x1,Pluma de Tofu Real ,4
1327,Herrero,130,Dagas cacterras x1,Turmalina ,3
1328,Herrero,131,Pala para pasteles x8,Pincho de El Piko ,8
1329,Herrero,131,Pala para pasteles x8,Alita de grullestruz ,16
1330,Herrero,131,Pala para pasteles x8,Huevo de Thor Pestruz ,8
1331,Herrero,131,Pala para pasteles x8,Hoja de Blop Multicolor Real ,32
1332,Herrero,131,Pala para pasteles x8,Concentrado de bosque ,8
1333,Herrero,131,Pala para pasteles x8,Trasero de pestruzkito ,200
1334,Herrero,131,Pala para pasteles x8,Pico de pestruzillo ,40
1335,Herrero,131,Pala para pasteles x8,Turmalina ,24
1336,Herrero,137,Pohoyacha x6,Trenza de pohoyo ,54
1337,Herrero,137,Pohoyacha x6,Cloaca de pohoyo ,336
1338,Herrero,137,Pohoyacha x6,Concentrado de bosque ,6
1339,Herrero,137,Pohoyacha x6,Ámbar de Tynril ,6
1340,Herrero,137,Pohoyacha x6,Coco de tufo oscuro ,24
1341,Herrero,137,Pohoyacha x6,Amígdalas de tufo oscuro ,108
1342,Herrero,137,Pohoyacha x6,Pistilo de Tynril ,12
1343,Herrero,137,Pohoyacha x6,Pelo de barba de chamángüino ,150
1344,Herrero,142,Pala Ancefálica x12,Palillos para el pelo de Shihan ,48
1345,Herrero,142,Pala Ancefálica x12,Testículos del Tanukui San ,48
1346,Herrero,142,Pala Ancefálica x12,Aguamarina ,48
1347,Herrero,142,Pala Ancefálica x12,Topacio ,48
1348,Herrero,142,Pala Ancefálica x12,Ágata ,48
1349,Herrero,142,Pala Ancefálica x12,Kobalita ,24
1350,Herrero,142,Pala Ancefálica x12,Mecha rebelde de Hell Mina ,24
1351,Herrero,142,Pala Ancefálica x12,Colmillo de Perfósil ,12
1352,Herrero,150,Guadaña enraizada de malter x3,Turmalina ,18
1353,Herrero,150,Guadaña enraizada de malter x3,Concentrado de bosque primario ,3
1354,Herrero,150,Guadaña enraizada de malter x3,Mecha Rebelle d'helle Mina ,12
1355,Herrero,150,Guadaña enraizada de malter x3,Colmillo de Perfósil ,9
1356,Herrero,150,Guadaña enraizada de malter x3,Pistil de Tynril ,9
1357,Herrero,150,Guadaña enraizada de malter x3,Amuleto de maltuerzo ,93
1358,Herrero,150,Guadaña enraizada de malter x3,Boleadora de maltrío ,99
1359,Herrero,150,Guadaña enraizada de malter x3,Pétalo de malter ,24
1360,Herrero,153,Hacha de fanclasma x5,Omóplato de Ben el Ripata ,5
1361,Herrero,153,Hacha de fanclasma x5,Pluma de Morsagüino Real ,10
1362,Herrero,153,Hacha de fanclasma x5,Fémur de Sfinter Cell ,15
1363,Herrero,153,Hacha de fanclasma x5,Pinza de fanclasma ,165
1364,Herrero,153,Hacha de fanclasma x5,Cuerda de fanclasma ,35
1365,Herrero,153,Hacha de fanclasma x5,Cola de fantombrealagua ,175
1366,Herrero,153,Hacha de fanclasma x5,Guijarro solar ,5
1367,Herrero,153,Hacha de fanclasma x5,Concentrado de bosque primario ,5
1368,Herrero,157,Hacha de Lamelas x8,Espina de Ugah ,32
1369,Herrero,157,Hacha de Lamelas x8,Esfenoides del Kimbo ,8
1370,Herrero,157,Hacha de Lamelas x8,Bigotes de Ush ,32
1371,Herrero,157,Hacha de Lamelas x8,Fibra de cáñamo ,64
1372,Herrero,157,Hacha de Lamelas x8,Corteza de champáknido ,320
1373,Herrero,157,Hacha de Lamelas x8,Lengua de champidonte ,288
1374,Herrero,157,Hacha de Lamelas x8,Guijarro solar ,8
1375,Herrero,157,Hacha de Lamelas x8,Concentrado de bosque primario ,8
1376,Herrero,163,Fucsia x9,Bigotes de Ush ,18
1377,Herrero,163,Fucsia x9,Guijarro solar ,18
1378,Herrero,163,Fucsia x9,Bigote de Shogun Tofugawa ,9
1379,Herrero,163,Fucsia x9,Turmalina ,81
1380,Herrero,163,Fucsia x9,Tocón de abrajidor claro ,378
1381,Herrero,163,Fucsia x9,Pelo de miauscuro ,189
1382,Herrero,163,Fucsia x9,Hueso de jiangshi-Nobi ,207
1383,Herrero,163,Fucsia x9,Trasero de tufo aéreo ,189
1384,Herrero,170,Hacha Chinscryd x10,Pelo de Ben el Ripata ,30
1385,Herrero,170,Hacha Chinscryd x10,Córnea de kami gélifux ,20
1386,Herrero,170,Hacha Chinscryd x10,Cuero de maho gélifux ,70
1387,Herrero,170,Hacha Chinscryd x10,Lágrima de gélifux ,90
1388,Herrero,170,Hacha Chinscryd x10,Guijarro solar ,20
1389,Herrero,170,Hacha Chinscryd x10,Concentrado de bosque tropical ,10
1390,Herrero,170,Hacha Chinscryd x10,Lana de Tengu Gélifux ,40
1391,Herrero,170,Hacha Chinscryd x10,Pelos de Kanígrula ,20
1392,Herrero,177,Espada Kadilla x9,Pata de soryo gélifux ,72
1393,Herrero,177,Espada Kadilla x9,Cola de Kanígrula ,36
1394,Herrero,177,Espada Kadilla x9,Cuero de Tengu Gélifux ,9
1395,Herrero,177,Espada Kadilla x9,Cola de yomi gélifux ,63
1396,Herrero,177,Espada Kadilla x9,Lágrima de gélifux ,81
1397,Herrero,177,Espada Kadilla x9,Guijarro solar ,18
1398,Herrero,177,Espada Kadilla x9,Concentrado de bosque tropical ,9
1399,Herrero,177,Espada Kadilla x9,Bigotes de Ush ,36
1400,Herrero,184,Espada Karie x1,Concentrado de bosque tropical ,2
1401,Herrero,184,Espada Karie x1,Volva de galerina ,54
1402,Herrero,184,Espada Karie x1,Pedúnculo de hongador ,9
1403,Herrero,184,Espada Karie x1,Lamela de cortinaria ,11
1404,Herrero,184,Espada Karie x1,Pata de Cil ,3
1405,Herrero,184,Espada Karie x1,Brasas azuladas ,4
1406,Herrero,184,Espada Karie x1,Trama dimensional ,12
1407,Herrero,184,Espada Karie x1,Uña de Bworker ,3
1408,Herrero,185,Hacha Depé x3,Ojo de Cil ,3
1409,Herrero,185,Hacha Depé x3,Pedúnculo de cortinaria ,6
1410,Herrero,185,Hacha Depé x3,Espina de Ugah ,12
1411,Herrero,185,Hacha Depé x3,Trama dimensional ,36
1412,Herrero,185,Hacha Depé x3,Pata de Cil ,6
1413,Herrero,185,Hacha Depé x3,Concentrado de bosque tropical ,6
1414,Herrero,185,Hacha Depé x3,Raíz de korrosif ,27
1415,Herrero,185,Hacha Depé x3,Lamela de dramanita ,165
1416,Herrero,187,Cuchillos corta-setas x9,Espina de Ugah ,27
1417,Herrero,187,Cuchillos corta-setas x9,Cuerno de XLII ,9
1418,Herrero,187,Cuchillos corta-setas x9,Brasas azuladas ,36
1419,Herrero,187,Cuchillos corta-setas x9,Fibra de cáñamo ,81
1420,Herrero,187,Cuchillos corta-setas x9,Lamela de champbis ,558
1421,Herrero,187,Cuchillos corta-setas x9,Trompa de Trompseta ,477
1422,Herrero,187,Cuchillos corta-setas x9,Concentrado de bosque tropical ,18
1423,Herrero,187,Cuchillos corta-setas x9,Turmalina ,108
1424,Herrero,194,Hacha Teroyde x1,Piel de Bworker ,1
1425,Herrero,194,Hacha Teroyde x1,Ardonita ,1
1426,Herrero,194,Hacha Teroyde x1,Incisivo de Sylargh ,1
1427,Herrero,194,Hacha Teroyde x1,Oreja de tejaiss ,9
1428,Herrero,194,Hacha Teroyde x1,Tejido de nocturnejón ,8
1429,Herrero,194,Hacha Teroyde x1,Ojo de pyrojón ,9
1430,Herrero,194,Hacha Teroyde x1,Trama dimensional ,12
1431,Herrero,194,Hacha Teroyde x1,Garra de Tejossus ,4
1432,Herrero,195,Martillo de golornado x6,Pelos de golosote ,318
1433,Herrero,195,Martillo de golornado x6,Cuero de golornado ,324
1434,Herrero,195,Martillo de golornado x6,Antena de golosojorro ,378
1435,Herrero,195,Martillo de golornado x6,Hueso del carpo de Golosotrón Real ,6
1436,Herrero,195,Martillo de golornado x6,Pata de Cil ,18
1437,Herrero,195,Martillo de golornado x6,Lana de Tengu Gélifux ,18
1438,Herrero,195,Martillo de golornado x6,Concentrado de selva ,6
1439,Herrero,195,Martillo de golornado x6,Turmalina ,72
1440,Escultor,0,Bio Varita x13,Pétalo diáfano ,39
1441,Escultor,0,Bio Varita x13,Lana celeste ,39
1442,Escultor,5,Arco Nada x7,Baba de jalató ,21
1443,Escultor,5,Arco Nada x7,Ortiga ,21
1444,Escultor,9,Bastón de maderucha x2,Fuego Interno ,6
1445,Escultor,9,Bastón de maderucha x2,Hueso de chafer ,6
1446,Escultor,11,Arco silbante x3,Pluma de pío azul ,9
1447,Escultor,11,Arco silbante x3,Épine de Champi champ ,9
1448,Escultor,13,Arco Hólico x2,Baba de rosa demoníaca ,2
1449,Escultor,13,Arco Hólico x2,Piel de larva amarilla ,6
1450,Escultor,15,La Plantamaza de los Campos x1,Semilla de girasol ,1
1451,Escultor,15,La Plantamaza de los Campos x1,Hoja de girasol salvaje ,1
1452,Escultor,16,Bastón Espiritual x3,Pata de arakna ,9
1453,Escultor,16,Bastón Espiritual x3,Pluma de pío amarillo ,9
1454,Escultor,19,Arco desconcertante x1,Bronceador ,3
1455,Escultor,19,Arco desconcertante x1,Lengua de espanterrador ,3
1456,Escultor,20,Arco de bwork arquero x5,Aletas de competición ,15
1457,Escultor,20,Arco de bwork arquero x5,Piel de larva verde ,15
1458,Escultor,24,Arco Buz x4,Pétalo de rosa demoníaca ,16
1459,Escultor,24,Arco Buz x4,Intestino de araknáusea ,16
1460,Escultor,24,Arco Buz x4,Pétalo mágico de Girasol Hambriento ,4
1461,Escultor,27,Varita estranguladora x3,Pluma de pío verde ,12
1462,Escultor,27,Varita estranguladora x3,Sangre de jalató ,6
1463,Escultor,27,Varita estranguladora x3,Pétalo de rosa demoníaca ,12
1464,Escultor,30,Bastón de raíz de abráknido x4,Semilla de girasol ,4
1465,Escultor,30,Bastón de raíz de abráknido x4,Algodón ancestral ,4
1466,Escultor,30,Bastón de raíz de abráknido x4,Raíz de abráknido ,8
1467,Escultor,33,Varita de raíz de abráknido x1,Pétalo de rosa oscura ,5
1468,Escultor,33,Varita de raíz de abráknido x1,Lana de jalatín negro ,1
1469,Escultor,33,Varita de raíz de abráknido x1,Raíz de abráknido ,3
1470,Escultor,34,Bastón del Amo de los Tabis x3,Casco de martóguiz ,15
1471,Escultor,34,Bastón del Amo de los Tabis x3,Guante de sherpóguiz ,15
1472,Escultor,34,Bastón del Amo de los Tabis x3,Lana de jalatín negro ,15
1473,Escultor,37,Bastón de Akné x1,Colmillo de jabalí ,5
1474,Escultor,37,Bastón de Akné x1,Lana de jefe de guerra jalató ,5
1475,Escultor,37,Bastón de Akné x1,Pelos de minilubo ,5
1476,Escultor,38,Arco de cuerno de jalató x2,Oreja de gremóguiz ,10
1477,Escultor,38,Arco de cuerno de jalató x2,Lana de jefe de guerra jalató ,4
1478,Escultor,38,Arco de cuerno de jalató x2,Corne de Jalató ,10
1479,Escultor,40,Varita larvesca x10,Piel de larva naranja ,50
1480,Escultor,40,Varita larvesca x10,Piel de larva verde ,50
1481,Escultor,40,Varita larvesca x10,Antenas de vilinsekto ,50
1482,Escultor,47,Cetro del kaníbola Daldrrak x4,Bola de kaníbola ,4
1483,Escultor,47,Cetro del kaníbola Daldrrak x4,Muñeca Bodú Jav ,28
1484,Escultor,47,Cetro del kaníbola Daldrrak x4,Pinza de crustoral ,12
1485,Escultor,47,Cetro del kaníbola Daldrrak x4,Carniflor ,12
1486,Escultor,50,Bastón-bola de vidente x2,Laminilla de champo marrón ,12
1487,Escultor,50,Bastón-bola de vidente x2,Catalejo de gobletrotter ,10
1488,Escultor,50,Bastón-bola de vidente x2,Bola de kaníbola ,2
1489,Escultor,50,Bastón-bola de vidente x2,Piel de Bworka ,8
1490,Escultor,52,Arco de Boo x3,Lodo de boo ,21
1491,Escultor,52,Arco de Boo x3,Mano de boo ,9
1492,Escultor,52,Arco de Boo x3,Coxis Magistral ,6
1493,Escultor,52,Arco de Boo x3,Corazón de lodo de boo ,3
1494,Escultor,55,Hook x5,Pluma de kwak de hielo ,35
1495,Escultor,55,Hook x5,Rodaja de nozdekoko ,25
1496,Escultor,55,Hook x5,Pétalo mohito ,5
1497,Escultor,55,Hook x5,Cerradura del cofre de los herreros ,10
1498,Escultor,59,El Tizón Zippón x14,Calzoncillo de cuero de chafer lancero ,84
1499,Escultor,59,El Tizón Zippón x14,Misericordia de chafer de élite ,98
1500,Escultor,59,El Tizón Zippón x14,Coral kuraçao ,14
1501,Escultor,59,El Tizón Zippón x14,Pelos de Bworka ,14
1502,Escultor,68,Krystobola x2,Tejido púrpura ,14
1503,Escultor,68,Krystobola x2,Loncha mágica de komanbwork ,2
1504,Escultor,68,Krystobola x2,Oreja de medibwork ,18
1505,Escultor,68,Krystobola x2,Corazón de Mantícoro ,2
1506,Escultor,68,Krystobola x2,Concentrado de oquedal ,2
1507,Escultor,70,Arco de pescador x1,Cáscara de dragohuevo carbonoso ,6
1508,Escultor,70,Arco de pescador x1,Cola de black wabbit ,1
1509,Escultor,70,Arco de pescador x1,Flor de Blop Índigo Real ,1
1510,Escultor,70,Arco de pescador x1,Concentrado de fajina ,1
1511,Escultor,70,Arco de pescador x1,Cola de rata hyoactiva ,8
1512,Escultor,71,Varita de líder x1,Mostacho de kólerat ,11
1513,Escultor,71,Varita de líder x1,Pico de dragopavo dorado ,10
1514,Escultor,71,Varita de líder x1,Pólvora ,1
1515,Escultor,71,Varita de líder x1,Pedazo del calzón de Gurlo ,4
1516,Escultor,71,Varita de líder x1,Concentrado de fajina ,1
1517,Escultor,72,Arco de Roberto del Monte x3,Patita de colmillo blando ,21
1518,Escultor,72,Arco de Roberto del Monte x3,Semilla de scorbuto ,24
1519,Escultor,72,Arco de Roberto del Monte x3,Ala de dragopavo ,3
1520,Escultor,72,Arco de Roberto del Monte x3,Pedazo del calzón de Gurlo ,6
1521,Escultor,72,Arco de Roberto del Monte x3,Bakelitita ,3
1522,Escultor,74,El Bidyiz x1,Pólvora ,1
1523,Escultor,74,El Bidyiz x1,Mega piedra del Crujidor Legendario ,1
1524,Escultor,74,El Bidyiz x1,Camiseta de barbrusa ,9
1525,Escultor,74,El Bidyiz x1,Ala de dragopavo dorado ,10
1526,Escultor,74,El Bidyiz x1,Bakelitita ,1
1527,Escultor,75,Varita Infernal x2,Escama de jefe cocodrail ,20
1528,Escultor,75,Varita Infernal x2,Ojo de crowrajo ,2
1529,Escultor,75,Varita Infernal x2,Espina de dragopavo ,12
1530,Escultor,75,Varita Infernal x2,Pedazo del calzón de Gurlo ,6
1531,Escultor,75,Varita Infernal x2,Bakelitita ,2
1532,Escultor,77,Bastón sandanwa x1,Semilla de scorbuto ,9
1533,Escultor,77,Bastón sandanwa x1,Carbón ,10
1534,Escultor,77,Bastón sandanwa x1,Cráneo de jefe cocodrail ,1
1535,Escultor,77,Bastón sandanwa x1,Tejido de Gurlo el Terrible ,1
1536,Escultor,77,Bastón sandanwa x1,Bakelitita ,1
1537,Escultor,78,Varita de Kuarzo x3,Ala de dragopavo dorado ,33
1538,Escultor,78,Varita de Kuarzo x3,Semilla de scorbuto ,24
1539,Escultor,78,Varita de Kuarzo x3,Collar roto de mata ,3
1540,Escultor,78,Varita de Kuarzo x3,Matraz de humo de Nelwynn ,3
1541,Escultor,78,Varita de Kuarzo x3,Concentrado de fajina ,3
1542,Escultor,81,Varita Chispera x1,Huevo de dragohuevo arcilloso ,12
1543,Escultor,81,Varita Chispera x1,Concentrado de fajina ,2
1544,Escultor,81,Varita Chispera x1,Tornillo de wabbit ,2
1545,Escultor,81,Varita Chispera x1,Bumerán de warko marrón ,1
1546,Escultor,81,Varita Chispera x1,Coraza de Mantícoro ,4
1547,Escultor,81,Varita Chispera x1,Barba del Wey Wobot ,3
1548,Escultor,82,Arco Ángel x1,Concentrado de fajina ,2
1549,Escultor,82,Arco Ángel x1,Corazón de Mantícoro ,1
1550,Escultor,82,Arco Ángel x1,Gafas de pekewobot ,4
1551,Escultor,82,Arco Ángel x1,Pelo de Dragenerys ,1
1552,Escultor,82,Arco Ángel x1,Escamas de uróbolo ,9
1553,Escultor,82,Arco Ángel x1,Ojo de yenaparda ,7
1554,Escultor,83,Varita Blanda x2,Bakelitita ,4
1555,Escultor,83,Varita Blanda x2,Boulou Wabbit ,4
1556,Escultor,83,Varita Blanda x2,Tela de Dok Alako ,26
1557,Escultor,83,Varita Blanda x2,Coraza de Mantícoro ,4
1558,Escultor,83,Varita Blanda x2,Bastón de awelito wabbit blanco ,6
1559,Escultor,83,Varita Blanda x2,Tejido de Dragenerys ,6
1560,Escultor,85,Bastón del Amo de los Jalatós x1,Bola de bolapincho ,3
